"card-compact__title","card-compact__description","card-compact-review href","wowscore-pill","card-compact-review__text","media-slider__pages","media-slider__image src","media-slider__image src 2","media-slider__image src 3","badge","tile-button href","tile-button__title","div","tile-button href 2","tile-button__title 2","div 2","google-ad","tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-e147909f722ea823f1fc0724f3181337"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-e147909f722ea823f1fc0724f3181337"", true);
  });",".google-ad#div-gpt-e147909f722ea823f1fc0724f3181337 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-e147909f722ea823f1fc0724f3181337 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-e147909f722ea823f1fc0724f3181337 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-e147909f722ea823f1fc0724f3181337 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-e147909f722ea823f1fc0724f3181337 {
      min-height: 270px;
    }
  }"
"Volkswagen ID.7 Tourer","","https://www.carwow.de/volkswagen/id7-tourer","9/10","Volkswagen ID.7 Tourer review","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-tourer-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-tourer-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-tourer-2024&filter%5Bsize%5D=medium","Average savings €7,791","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=id7-tourer-2024","New Volkswagen ID.7 Tourer offers","From €48,876","https://www.carwow.de/volkswagen/id7-tourer/leasing","Volkswagen ID.7 Tourer leasing offers","Leasing from 548 € / month","","","",""
"BMW Z4","Schöner Roadster ist sportlich-elegant","https://www.carwow.de/bmw/z4","8/10","BMW Z4 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=z4&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=z4&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=z4&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.683 €","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=z4","Neue BMW Z4 Angebote","Ab 43.479 €","https://www.carwow.de/bmw/z4/leasing","BMW Z4 Leasing-Angebote","Leasen ab 463 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-978d2912f209914d664149b49de5452b"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-978d2912f209914d664149b49de5452b"", true);
  });",".google-ad#div-gpt-978d2912f209914d664149b49de5452b {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-978d2912f209914d664149b49de5452b {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-978d2912f209914d664149b49de5452b {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-978d2912f209914d664149b49de5452b {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-978d2912f209914d664149b49de5452b {
      min-height: 270px;
    }
  }"
"BMW 4er","Ästhetisches Coupé fährt sich hervorragend","https://www.carwow.de/bmw/4er","8/10","BMW 4er Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=4er-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=4er-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=4er-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 10.246 €","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=4er-2020","Neue BMW 4er Angebote","Ab 45.616 €","https://www.carwow.de/bmw/4er/leasing","BMW 4er Leasing-Angebote","Leasen ab 605 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-1cec2d774e8a8e1ef866d78a1ec22a4b"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-1cec2d774e8a8e1ef866d78a1ec22a4b"", true);
  });",".google-ad#div-gpt-1cec2d774e8a8e1ef866d78a1ec22a4b {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-1cec2d774e8a8e1ef866d78a1ec22a4b {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-1cec2d774e8a8e1ef866d78a1ec22a4b {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-1cec2d774e8a8e1ef866d78a1ec22a4b {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-1cec2d774e8a8e1ef866d78a1ec22a4b {
      min-height: 270px;
    }
  }"
"Alfa Romeo Stelvio","Dynamischer Mittelklasse-SUV","https://www.carwow.de/alfa-romeo/stelvio","8/10","Alfa Romeo Stelvio Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=alfa-romeo&filter%5Bmodel_review_slug%5D=stelvio&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=alfa-romeo&filter%5Bmodel_review_slug%5D=stelvio&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=alfa-romeo&filter%5Bmodel_review_slug%5D=stelvio&filter%5Bsize%5D=medium","Mittl. Ersparnis 8.682 €","https://angebote.carwow.de/buying/car-configurator/trim?make=alfa-romeo&model=stelvio","Neue Alfa Romeo Stelvio Angebote","Ab 53.111 €","https://www.carwow.de/alfa-romeo/stelvio/leasing","Alfa Romeo Stelvio Leasing-Angebote","Leasen ab 612 € / Monat","","","",""
"Jeep Wrangler","Klassischer Jeep in verschiedenen Ausführungen","https://www.carwow.de/jeep/wrangler","8/10","Jeep Wrangler Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=jeep&filter%5Bmodel_review_slug%5D=wrangler&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=jeep&filter%5Bmodel_review_slug%5D=wrangler&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=jeep&filter%5Bmodel_review_slug%5D=wrangler&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.146 €","https://angebote.carwow.de/buying/car-configurator/trim?make=jeep&model=wrangler","Neue Jeep Wrangler Angebote","Ab 61.903 €","https://www.carwow.de/jeep/wrangler/leasing","Jeep Wrangler Leasing-Angebote","Leasen ab 623 € / Monat","","","",""
"Volkswagen ID.7 GTX","","https://www.carwow.de/volkswagen/id7-gtx","9/10","Volkswagen ID.7 GTX Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-gtx-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-gtx-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-gtx-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 8.526 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=id7-gtx-2024","Neue Volkswagen ID.7 GTX Angebote","Ab 55.901 €","https://www.carwow.de/volkswagen/id7-gtx/leasing","Volkswagen ID.7 GTX Leasing-Angebote","Leasen ab 628 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-7a71cdadafd90b6100349f4f707e6033"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-7a71cdadafd90b6100349f4f707e6033"", true);
  });",".google-ad#div-gpt-7a71cdadafd90b6100349f4f707e6033 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-7a71cdadafd90b6100349f4f707e6033 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-7a71cdadafd90b6100349f4f707e6033 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-7a71cdadafd90b6100349f4f707e6033 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-7a71cdadafd90b6100349f4f707e6033 {
      min-height: 270px;
    }
  }"
"Volvo EX40","","https://www.carwow.de/volvo/ex40","8/10","Volvo EX40 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volvo&filter%5Bmodel_review_slug%5D=ex40-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volvo&filter%5Bmodel_review_slug%5D=ex40-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volvo&filter%5Bmodel_review_slug%5D=ex40-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 11.408 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volvo&model=ex40-2024","Neue Volvo EX40 Angebote","Ab 41.882 €","https://www.carwow.de/volvo/ex40/leasing","Volvo EX40 Leasing-Angebote","Leasen ab 629 € / Monat","","","",""
"Volkswagen ID.7 GTX Tourer","","https://www.carwow.de/volkswagen/id7-tourer-gtx","9/10","Volkswagen ID.7 GTX Tourer Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-tourer-gtx-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-tourer-gtx-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id7-tourer-gtx-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 8.558 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=id7-tourer-gtx-2024","Neue Volkswagen ID.7 GTX Tourer Angebote","Ab 56.669 €","https://www.carwow.de/volkswagen/id7-tourer-gtx/leasing","Volkswagen ID.7 GTX Tourer Leasing-Angebote","Leasen ab 637 € / Monat","","","",""
"Peugeot e-5008","","https://www.carwow.de/peugeot/peugeot-e-5008","8/10","Peugeot e-5008 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=peugeot-e-5008-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=peugeot-e-5008-2024&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=peugeot&filter%5Bmodel_review_slug%5D=peugeot-e-5008-2024&filter%5Bsize%5D=medium","Mittl. Ersparnis 4.983 €","https://angebote.carwow.de/buying/car-configurator/trim?make=peugeot&model=peugeot-e-5008-2024","Neue Peugeot e-5008 Angebote","Ab 47.647 €","https://www.carwow.de/peugeot/peugeot-e-5008/leasing","Peugeot e-5008 Leasing-Angebote","Leasen ab 639 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-06b7da8e6e4626f6d503cf563cf38532"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-06b7da8e6e4626f6d503cf563cf38532"", true);
  });",".google-ad#div-gpt-06b7da8e6e4626f6d503cf563cf38532 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-06b7da8e6e4626f6d503cf563cf38532 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-06b7da8e6e4626f6d503cf563cf38532 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-06b7da8e6e4626f6d503cf563cf38532 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-06b7da8e6e4626f6d503cf563cf38532 {
      min-height: 270px;
    }
  }"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-9c4d5a3a632c6787d5d4b118c71f8533"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-9c4d5a3a632c6787d5d4b118c71f8533"", true);
  });",".google-ad#div-gpt-9c4d5a3a632c6787d5d4b118c71f8533 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-9c4d5a3a632c6787d5d4b118c71f8533 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-9c4d5a3a632c6787d5d4b118c71f8533 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-9c4d5a3a632c6787d5d4b118c71f8533 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-9c4d5a3a632c6787d5d4b118c71f8533 {
      min-height: 270px;
    }
  }"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-e5eef95b1a8381cc3f72a853ebd05f8b"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-e5eef95b1a8381cc3f72a853ebd05f8b"", true);
  });",".google-ad#div-gpt-e5eef95b1a8381cc3f72a853ebd05f8b {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-e5eef95b1a8381cc3f72a853ebd05f8b {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-e5eef95b1a8381cc3f72a853ebd05f8b {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-e5eef95b1a8381cc3f72a853ebd05f8b {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-e5eef95b1a8381cc3f72a853ebd05f8b {
      min-height: 270px;
    }
  }"
"BMW X5","Großer SUV mit reichlich Raum und Dynamik","https://www.carwow.de/bmw/x5","8/10","BMW X5 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x5&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x5&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=x5&filter%5Bsize%5D=medium","Mittl. Ersparnis 15.901 €","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=x5","Neue BMW X5 Angebote","Ab 76.546 €","https://www.carwow.de/bmw/x5/leasing","BMW X5 Leasing-Angebote","Leasen ab 654 € / Monat","","","",""
"Audi A8","Luxus-Limousine mit umfangreicher Ausstattung","https://www.carwow.de/audi/a8","8/10","Audi A8 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=a8&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=a8&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=a8&filter%5Bsize%5D=medium","Mittl. Ersparnis 25.144 €","https://angebote.carwow.de/buying/car-configurator/trim?make=audi&model=a8","Neue Audi A8 Angebote","Ab 83.582 €","https://www.carwow.de/audi/a8/leasing","Audi A8 Leasing-Angebote","Leasen ab 1.018 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-4241d493b803639a2794303aae4a9e9c"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-4241d493b803639a2794303aae4a9e9c"", true);
  });",".google-ad#div-gpt-4241d493b803639a2794303aae4a9e9c {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-4241d493b803639a2794303aae4a9e9c {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-4241d493b803639a2794303aae4a9e9c {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-4241d493b803639a2794303aae4a9e9c {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-4241d493b803639a2794303aae4a9e9c {
      min-height: 270px;
    }
  }"
"Volvo S90","Luxusliner voll moderner Technikhighlights","https://www.carwow.de/volvo/s90","8/10","Volvo S90 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volvo&filter%5Bmodel_review_slug%5D=s90&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volvo&filter%5Bmodel_review_slug%5D=s90&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volvo&filter%5Bmodel_review_slug%5D=s90&filter%5Bsize%5D=medium","","","Neue Volvo S90 Angebote","Derzeit nicht verfügbar","https://www.carwow.de/volvo/s90/leasing","Volvo S90 Leasing-Angebote","Leasen ab 1.032 € / Monat","","","",""
"BMW M3","Sportliche Limousine mit Heckantrieb","https://www.carwow.de/bmw/m3","9/10","BMW M3 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=m3-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=m3-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=bmw&filter%5Bmodel_review_slug%5D=m3-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 17.045 €","https://angebote.carwow.de/buying/car-configurator/trim?make=bmw&model=m3-2020","Neue BMW M3 Angebote","Ab 79.964 €","https://www.carwow.de/bmw/m3/leasing","BMW M3 Leasing-Angebote","Leasen ab 623 € / Monat","","","",""
