"FWtU1","fJrrk","fJrrk 2","FWtU1 href","Qj_9F src","LBG5d","Z_aNr","t5RmH","t5RmH 2","HaBLt","HaBLt 2","zmm9w","p7NSE src","Kh0Rn","HX987","qHfAA","W9v_K","y2ZHx","y2ZHx 2","y2ZHx 3"
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419734904&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/f5/f5c6ca8b-84e7-4d0c-ad0e-2cdac7ed924e?rule=mo-160w.jpg","Volkswagen Golf","1.5 eTSI DSG Life APP AreaView R2D ACC 17""","29.990 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 127 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/83/839ac4d6-1fc9-491b-af76-c46e3aca1982?rule=mo-80.jpg","83308 Trostberg","LOVEX GmbH","4.6 Sterne","(36)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=420346679&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/9c/9c95a8d1-ade1-425e-805c-2f851609175b?rule=mo-160w.jpg","Volkswagen Golf","Style 1,5 l TSI OPF 110 kW (150 PS) 6-Gang","29.980 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 127 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/82/821226c2-0f79-4f3a-8ef5-7da9609af2b4?rule=mo-80.jpg","24119 Kronshagen","Emil Frey Küstengarage","4.2 Sterne","(7)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=420451621&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/5d/5ddfed07-388e-4d01-abdc-f732832caf1f?rule=mo-160w.jpg","Volkswagen Golf","Style 1,5 l TSI OPF 110 kW (150 PS) 6-Gang","29.980 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 127 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/82/821226c2-0f79-4f3a-8ef5-7da9609af2b4?rule=mo-80.jpg","24119 Kronshagen","Emil Frey Küstengarage","4.2 Sterne","(7)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=409949817&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/2a/2a72cf5c-be1c-48ce-baae-7d535f682788?rule=mo-160w.jpg","Volkswagen Golf","Variant 1.5 TSI Life LED-PLUS/CARPLAY/EPH++","29.990 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 128 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/6e/6e0f67dd-312d-42a5-88b8-bdffb4d0ec42?rule=mo-80.jpg","40721 Hilden","Autohaus-Schnitzler GmbH & Co. KG","4.4 Sterne","(30)","Lenkradheizung","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419850064&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/66/6676f87f-1bf9-4d75-bbb3-e047d675ed9f?rule=mo-160w.jpg","Volkswagen Golf","Life 1,5 l eTSI OPF 85 kW (116 PS) 7-Gang-D","30.105 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,3 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/9f/9f3afec3-9870-4d75-8d11-385c9366d250?rule=mo-80.jpg","63128 Dietzenbach","Autohaus Brass Vertriebs GmbH & Co.KG, VW","4.5 Sterne","(11)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=416554176&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/30/30415cb5-1fa6-4bdf-b22c-f7e87bb397c1?rule=mo-160w.jpg","Volkswagen Golf","2.0TDI Variant AHK Navi/MirrorLi ACC Kamera","29.995 €","¹","• 85 kW (116 PS) • Diesel","Neuwagen","4,6 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","94365 Parkstetten","Weiss Motors","4.6 Sterne","(24)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=416554171&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/be/bef647d1-1088-447e-bc90-48ea11d4d8e6?rule=mo-160w.jpg","Volkswagen Golf","2.0TDI Variant AHK Navi/MirrorLi ACC Kamera","29.995 €","¹","• 85 kW (116 PS) • Diesel","Neuwagen","4,6 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","94365 Parkstetten","Weiss Motors","4.6 Sterne","(24)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=416554169&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/c2/c2e524d2-72ee-4710-b453-1bd0bb86817b?rule=mo-160w.jpg","Volkswagen Golf","2.0TDI Variant AHK Navi/MirrorLi ACC Kamera","29.995 €","¹","• 85 kW (116 PS) • Diesel","Neuwagen","4,6 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","94365 Parkstetten","Weiss Motors","4.6 Sterne","(24)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419259647&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/ac/ac6ce102-64bc-49c4-b661-f9cd80641c9b?rule=mo-160w.jpg","Volkswagen Golf","2.0TDI Variant AHK Navi/MirrorLi ACC Kamera","29.995 €","¹","• 85 kW (116 PS) • Diesel","Neuwagen","4,6 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","94365 Parkstetten","Weiss Motors","4.6 Sterne","(24)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=416554166&con=NEW&dam=false&isSearchRequest=true&pageNumber=12&ref=srp&refId=680e2298-c247-6785-f83c-e9014ee907eb&s=Car&sb=rel&searchId=680e2298-c247-6785-f83c-e9014ee907eb&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/33/3331e21e-c577-4e67-b99d-4973959d2cd3?rule=mo-160w.jpg","Volkswagen Golf","2.0TDI Variant AHK Navi/MirrorLi ACC Kamera","29.995 €","¹","• 85 kW (116 PS) • Diesel","Neuwagen","4,6 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","94365 Parkstetten","Weiss Motors","4.6 Sterne","(24)","","",""
"","Suche speichern","12","","","","","","","Speichere diese Suche und lass Dich benachrichtigen, wenn neue Angebote eingestellt werden.","","","","","","","","","",""
"Versicherung ab 11,90 € mtl.","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419235427&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/17/17f7d6f2-6f34-498e-bdcd-23b1ace78600?rule=mo-160w.jpg","Volkswagen Golf","2.0TDI Variant AHK Navi/MirrorLi ACC Kamera","29.995 €","¹","• 85 kW (116 PS) • Diesel","Neuwagen","4,6 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","","94365 Parkstetten","Weiss Motors","4.6 Sterne","(24)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=415675517&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/68/68db1fad-ada0-457d-8f4b-da154ded2641?rule=mo-160w.jpg","Volkswagen Golf","GTI 2.0 TSI DSG ACC Matrix Navi Kam Pano","37.485 €","¹","• 180 kW (245 PS) • Benzin","Neuwagen","7,4 l/100km (komb.) • 168 g CO₂/km (komb.) • CO₂-Klasse F (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/d9/d9a9cd36-5cd3-4c0f-8225-3f504249df1c?rule=mo-80.jpg","85716 Unterschleissheim","DP Handels GmbH","4.5 Sterne","(52)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419753473&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/cd/cd22becb-fe26-4ebf-95ed-38ed25082f66?rule=mo-160w.jpg","Volkswagen Golf","1.5 TSI Life LED R2D APP DAB RFK ACC","26.990 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,8 l/100km (komb.) • 133 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/83/839ac4d6-1fc9-491b-af76-c46e3aca1982?rule=mo-80.jpg","83308 Trostberg","LOVEX GmbH","4.6 Sterne","(36)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=419661148&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/1c/1c325d61-9daf-4274-970a-9dd4787de2bc?rule=mo-160w.jpg","Volkswagen Golf","VIII Lim. 1.5 TSI 110 kW Life LED Kamera","26.990 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","-- l/100km (komb.) • 124 g CO₂/km (komb.) • CO₂-Klasse -- (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/7b/7bffcd55-93b0-44da-b179-17796b493759?rule=mo-80.jpg","09488 Thermalbad Wiesenbad OT Schönfeld","auto-Pilz","4.8 Sterne","(27)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=420633719&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/87/87234e1d-34c4-45aa-986a-4037db4a4aab?rule=mo-160w.jpg","Volkswagen Golf","Life 1.5 TSI ACC RFK APP LED","26.880 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,8 l/100km (komb.) • 132 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/0b/0bc26bf9-be80-48ba-9a38-3366e877e09f?rule=mo-80.jpg","73312 Geislingen","AutoSchmid GmbH","4.9 Sterne","(29)","ACC","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=421422160&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/d8/d81747c7-235b-491b-8f8d-016c6320b8ce?rule=mo-160w.jpg","Volkswagen Golf","""GOAL""  1,5 l eTSI OPF 7-Gang-DSG","37.495 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,3 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/29/293c2ce0-2f2b-4ce9-b470-7e471dd8e93f?rule=mo-80.jpg","30453 Hannover","Fritz Raupers GmbH","4.3 Sterne","(8)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=418034314&action=eyeCatcher&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/5b/5b801762-11d0-4101-ad99-1d5bc18e8ce4?rule=mo-160w.jpg","Volkswagen Golf","GOLF 1.5TSI*LIFE*ACC*LED*ALU*PDC*WINTER*NAVIVOR.","26.890 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 127 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/7e/7e32259f-b9fb-48ae-b424-92cd85485e9e?rule=mo-80.jpg","22946 Trittau","Autohaus Peter Beckmann GmbH & Co. KG","4.9 Sterne","(41)","ACC*LED*PDC*ALU*LIFE","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=418510041&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/29/29e58257-b8fd-41e7-96bb-ac4d822cc72f?rule=mo-160w.jpg","Volkswagen Golf","Life 1.5 TSI RearView ParkComfort Navi LED","26.890 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/63/6326c4e6-5e92-47bb-a682-82afcd5ffa52?rule=mo-80.jpg","33613 Bielefeld","Autohaus Steinböhmer GmbH & Co. KG","4.8 Sterne","(3)","LED-Scheinw.","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=411248754&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/7b/7b95a6b7-dcbd-4ab9-bbf4-766d0710c023?rule=mo-160w.jpg","Volkswagen Golf","1.5 TSI GOAL ALLWETTER SOFORT VERFÜGBAR","26.890 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/43/438dc6c4-634d-43ce-8540-ca296fcbdfcd?rule=mo-80.jpg","30419 Hannover","Autohaus KAHLE GmbH & Co. KG","4.2 Sterne","(14)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=404692091&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/f4/f4f2832b-302e-4227-ab8b-41ebc4e0d77c?rule=mo-160w.jpg","Volkswagen Golf","Life inkl. Winterräder ! Klima Navi","30.490 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 123 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/7a/7a160aef-aedb-4f24-8d56-bfbf294b7844?rule=mo-80.jpg","31515 Wunstorf","Autohaus KAHLE GmbH & Co. KG","4.6 Sterne","(4)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=420226088&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/a3/a34aa1f5-6149-4996-b7c1-e61939e3eec5?rule=mo-160w.jpg","Volkswagen Golf","1.5 TSI OPF LED DAB+ CLIMA KEYLESS","26.620 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,4 l/100km (komb.) • 124 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/1c/1c018662-fbf0-4874-85ea-c0862c569fac?rule=mo-80.jpg","47059 Duisburg","Tiemeyer automobile GmbH & Co. KG","3.9 Sterne","(38)","32x Tiemeyer in NRW","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=418510042&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/c2/c23a6593-9f95-4c78-9794-2d83b643b884?rule=mo-160w.jpg","Volkswagen Golf","Life 1.5 TSI RearView ParkComfort Navi LED","26.595 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/63/6326c4e6-5e92-47bb-a682-82afcd5ffa52?rule=mo-80.jpg","33613 Bielefeld","Autohaus Steinböhmer GmbH & Co. KG","4.8 Sterne","(3)","LED-Scheinw.","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=418510043&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/f1/f153c247-6423-4650-8b9d-dc555100b230?rule=mo-160w.jpg","Volkswagen Golf","Life 1.5 TSI RearView ParkComfort Navi LED","26.595 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/63/6326c4e6-5e92-47bb-a682-82afcd5ffa52?rule=mo-80.jpg","33613 Bielefeld","Autohaus Steinböhmer GmbH & Co. KG","4.8 Sterne","(3)","LED-Scheinw.","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=416620188&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/07/072f30d1-44d7-4da6-ac20-75bd23ab4a50?rule=mo-160w.jpg","Volkswagen Golf","Life 1,5 l eTSI DSG Klima Navi","30.650 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,3 l/100km (komb.) • 120 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/43/438dc6c4-634d-43ce-8540-ca296fcbdfcd?rule=mo-80.jpg","30419 Hannover","Autohaus KAHLE GmbH & Co. KG","4.2 Sterne","(14)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=404470537&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/1c/1cf8a819-b3f9-4623-929f-a3bd84a9efd4?rule=mo-160w.jpg","Volkswagen Golf","VIII Style 1,5 TSI (150 PS) | Pano | IQ.","37.590 €","¹","• 110 kW (150 PS) • Benzin","Neuwagen","5,6 l/100km (komb.) • 128 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/c6/c6ebc9f0-bcc8-44d0-b2ee-5e799a4d5f92?rule=mo-80.jpg","99099 Erfurt","Autohaus Glinicke GmbH & Co. Vertriebs KG","4.4 Sterne","(30)","","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=418453288&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/0b/0b52e36a-ce94-408e-ad6f-b3e2c3d01762?rule=mo-160w.jpg","Volkswagen Golf","Facelift Life 1.5TSI NAV AppCon ACC Navi","26.390 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/fa/fac11f4b-1fb6-4436-b24b-5d21adbf343e?rule=mo-80.jpg","33758 Schloß Holte-Stukenbrock","Autohaus Steinböhmer GmbH & Co. KG","4.1 Sterne","(10)","LED-Scheinw.","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=408879021&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/8b/8bdca7ec-8b83-41b6-a0fb-6ef6ee82c22a?rule=mo-160w.jpg","Volkswagen Golf","1.5 TSI Life, RFK, Keyless, Licht+Winterpak","26.490 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 126 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/d5/d578a3e8-1409-473c-9268-e0c0a1772886?rule=mo-80.jpg","18528 Bergen","Auto-Wulfing GmbH","5 Sterne","(8)","17-Zoll LM-Räder","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=408901937&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/f7/f7e72023-4481-42a9-b94a-5be07add044e?rule=mo-160w.jpg","Volkswagen Golf","1.5 TSI Life, RFK, Keyless, Licht+Winterpak","26.490 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/8a/8afa3b6b-d21a-4f29-9cc5-98fb6de8bc90?rule=mo-80.jpg","18195 Vilz","Auto-Wulfing GmbH","4.7 Sterne","(4)","17-Zoll LM-Räder","",""
"Versicherung vergleichen","Kontakt","Parken","https://suchen.mobile.de/fahrzeuge/details.html?id=416214525&con=NEW&dam=false&isSearchRequest=true&pageNumber=13&ref=srp&refId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&s=Car&sb=rel&searchId=66dc2b42-198d-1fa9-cd2a-174c25eb2aa0&vc=Car","https://img.classistatic.de/api/v1/mo-prod/images/6e/6e2df3be-e09d-4072-8f70-a9368c45e84e?rule=mo-160w.jpg","Volkswagen Golf","Life 1,5 TSI KLIMA LED ALU","26.489 €","¹","• 85 kW (116 PS) • Benzin","Neuwagen","5,5 l/100km (komb.) • 125 g CO₂/km (komb.) • CO₂-Klasse D (komb.)","https://img.classistatic.de/api/v1/mo-prod/images/8a/8ab0e6a2-61cf-486c-9079-9a13422c53d7?rule=mo-80.jpg","09376 Oelsnitz/Erzgebirge","Autohaus Thomas Rudolph GmbH","4.8 Sterne","(103)","","",""
